image_path,emotion,valence,arousal,color,lighting,composition,situation
/kaggle/working/Images/Naïve Art (Primitivism)/0008490_MikhailLarionov-Spring.jpg,Calm,Positive,Low,"Dominated by cool tones with low saturation, creating a muted and somber atmosphere.","Soft contrast between light and shadow, enhancing the textures.","Central focus with a symmetrical arrangement, directing attention to the figure.","The artwork features a stylized portrait of a person with exaggerated features. Surrounding elements include minimalist trees and animals. Earthy and muted colors dominate, creating a rustic ambiance. The date ""1912"" and Cyrillic script are prominently displayed."
/kaggle/working/Images/Naïve Art (Primitivism)/0008637_WilliamHawkins-BudaMan.jpg,Alarmed,Negative,High,"Warm tones with high saturation, creating a vivid and dramatic appearance.","Subtle shadows with moderate contrast, emphasizing the creature's features without stark divisions.","Central focus, with the figure dominating the frame, offering an intense visual narrative.","The image portrays a fantastical creature with human-like features and large, expressive eyes. It is painted with bold, contrasting colors and presents a mysterious, enigmatic vibe. The background is simple, accentuating the central figure's unusual form and mien."
/kaggle/working/Images/Naïve Art (Primitivism)/0008828_FernandLeger-The album Circus.jpg,Calm,Positive,Low,"Dominance of cool blue tones with high contrasts, highlighting the central figure in black and white.","Minimal shadowing, with a uniform light source that creates a flat, illustrative style.","A central focus with symmetrical balance, bringing attention to the seated figure as the primary subject.","The image features a stylized, seated figure against a rich blue background. The figure, adorned in a polka-dotted outfit, holds a bicycle handlebar with an exaggerated form. The composition is bold yet simplistic."
/kaggle/working/Images/Naïve Art (Primitivism)/0008868_AntonioBueno-Untitled.jpg,Calm,Positive,Low,"Dominated by cool, deep blues with warm red and subtle white accents.",Soft lighting with gentle shadowing accentuates facial features.,"Central focus on the subject, with a balanced and symmetrical layout.","A serene portrait of a child with vivid red hair, framed against a deep blue background. The subject's expression is calm and gentle, wearing a blue outfit with delicate white accents. The overall mood is contemplative."
/kaggle/working/Images/Naïve Art (Primitivism)/0008879_FernandoBotero-LeftyandHisGang.jpg,Glad,Positive,Low,"Warm tones dominate, with high saturation creating a vivid display.","Light source is diffuse with subtle contrasts, casting soft shadows.","Symmetrical with a central focus on the characters, enhancing balance.","The image depicts a group of figures in vibrant, traditional clothing in a forest setting. The characters have exaggerated, rounded forms, giving a whimsical and surreal atmosphere. The background is lush with trees, creating a serene yet lively scene."
/kaggle/working/Images/Naïve Art (Primitivism)/0008919_AlfredWallis-MotorVesselnearLand.jpg,Calm,Positive,Low,"Cool, muted tones dominate, with low saturation creating a calm atmosphere.","Light is subtle, with minimal contrast creating a soft, diffuse ambiance.","The composition is dynamic, with the ship centrally focused yet balanced by the landmass.","The image portrays a solitary ship navigating choppy waters, with a rugged landmass to the side. The scene is sparse, emphasizing the ship’s journey amidst muted tones, conveying a sense of isolation and perseverance."
/kaggle/working/Images/Naïve Art (Primitivism)/0008928_FernandoBotero-Protestantfamily.jpg,Contentment,Positive,Low,"Warm tones dominate, with soft browns and creams, creating a cozy atmosphere.","Soft lighting from an undefined source, with gentle contrasts that highlight forms.","Balanced and symmetrical, with central focus on the interacting figures.","The painting portrays a domestic scene with three nude women, a child, and a dog in an ornate room. They are surrounded by vintage furniture and decor, creating a warm, intimate setting."
/kaggle/working/Images/Naïve Art (Primitivism)/0009036_DavidBurliuk-Agirl.jpg,Happy,Positive,High,"The artwork features warm tones with saturated yellows and greens, contrasted by cool blues and whites.","The light source is soft, casting gentle shadows and enhancing the scene’s warmth.","The composition is dynamic, with elements spread throughout the canvas creating a lively energy.","The image depicts a charming rural scene with a child holding a sunflower standing beside a small white dog. Tall sunflowers tower behind them, and a quaint house is visible in the distance under a blue sky."
/kaggle/working/Images/Naïve Art (Primitivism)/0009153_GeorgeCalebBingham-Self-Portrait.jpg,Calm,Positive,Low,"Warm tones dominate, with subtle contrast between skin and clothing.","Sharp light source highlights the face, with soft shadows for depth.","Central focus on the subject, symmetrically balanced.","The painting depicts a stern-faced man in dark formal attire, seated against a muted background. His strong expression and confident posture create a commanding presence. The use of shadows adds depth to his features."
/kaggle/working/Images/Naïve Art (Primitivism)/0009312_FernandLeger-The album Circus.jpg,Calm,Positive,Low,"The palette is subdued with neutral colors, creating a calm and understated tone.","There is a minimal use of shadow, lending the image a flat, evenly lit appearance.","The arrangement is dynamic, focusing centrally on the interaction between hands and hats.","The image depicts two hands reaching towards a pair of hats, one held and one being worn. The scene is minimalist, capturing a sense of motion with a playful simplicity against a plain background."
/kaggle/working/Images/Naïve Art (Primitivism)/0009369_EdwardHicks-PeaceableKingdom.jpg,Contentment,Positive,Low,"Warm tones dominate, with balanced saturation and gentle contrast.","Soft lighting with gentle shadows, highlighting central figures.","Dynamic, with a central focus on the child and lion.","The scene presents a child with a lion, surrounded by various animals in a serene landscape. Ships are visible in the background, while people converse beneath trees. The image is framed with poetic text."
/kaggle/working/Images/Naïve Art (Primitivism)/0009455_LinFengmian-Untitled.jpg,Calm,Positive,Low,"Cool tones dominate, with deep blacks and muted greens, contrasted against a light background.",Soft lighting with minimal shadowing enhances the painting's gentle feel.,"Central focus on the bird; the leaves frame it, creating a harmonious balance.","A minimalistic painting features a black bird with a prominent white eye spot perched on a green branch. The background is airy and light, while large green leaves hint at a natural setting."
/kaggle/working/Images/Naïve Art (Primitivism)/0009479_BorisKustodiev-CoverforthebookRussia.jpg,Calm,Positive,Low,"Monochromatic black and white create stark contrast, emphasizing form and detail.",High contrast with sharp delineation between light and dark areas accentuates the artwork’s themes.,"Symmetrical balance centers the scene, surrounded by harmonious floral motifs and text.","The image portrays an ornamental, black-and-white bordered illustration with intricate floral patterns. At the center, a pastoral scene reveals a couple, verdant fields, and a distant village under a cloud-filled sky. Surrounding text enhances its nostalgic charm."
/kaggle/working/Images/Naïve Art (Primitivism)/0009503_SpyrosVassiliou-Beach.jpg,Calm,Positive,Low,Cool tones dominate with subtle saturation and low contrast.,"The light source is soft, casting gentle shadows and highlighting the tranquility.","The composition is dynamic yet minimal, with elements scattered asymmetrically.",The image depicts a tranquil seashore scene under a pale blue sky. A broken chair lies on a sandy beach near a scattered newspaper and a dry branch. The sea is a deep blue line on the horizon.
/kaggle/working/Images/Naïve Art (Primitivism)/0009566_SpyrosVassiliou-KnitwearandFerForgé.jpg,Contentment,Positive,Low,"Warm tones dominate, with high saturation contrasting the deep red with the colorful fabrics.","Soft light enhances the textures, with subtle shadowing giving depth to the fabrics.","The arrangement is dynamically symmetrical, with a central focus on the varied textiles.","The image showcases an array of intricately designed fabrics in bold hues of violet, brown, and white against a vibrant red backdrop. Ornamental and decorative, the composition exudes elegance and texture with gold accents and detailed elements."
/kaggle/working/Images/Naïve Art (Primitivism)/0009631_GrégoireMichonze-Figurestalkinginavillage.jpg,Contentment,Positive,Low,"Warm tones with moderate saturation create a cozy, inviting atmosphere.","Soft light, with subdued contrast, offers a gentle, natural feel.","The dynamic composition guides the viewer's eye across the figures, enhancing interaction.","The image depicts a village scene with several figures in conversation. The foreground features two women engaged in a discussion, while three people converse in the background near a rustic building surrounded by greenery."
/kaggle/working/Images/Naïve Art (Primitivism)/0009917_NikoPirosmani-GateKeeper.jpg,Sad,Negative,Low,"The color palette is dominated by cool tones with moderate saturation, offering a harmonious contrast between the dark outfit and the lighter background.","The light source is subtle, casting soft shadows that create a gentle contrast between the figure and the background, adding depth to the overall depiction.","The composition is central, focusing the viewer’s attention directly on the solitary figure, which enhances the thematic depth and creates a balanced visual weight.","The image portrays a solemn figure centered against a muted background. The person is dressed in dark attire, accented by a white apron and a cap. They hold a cane, standing on what appears to be a textured floor, exuding an air of mystery and antiquity."
/kaggle/working/Images/Naïve Art (Primitivism)/0009995_L.S.Lowry-TheFeverVan.jpg,Calm,Positive,Low,"Muted cool tones dominate the scene, with low saturation creating a subdued atmosphere. The contrast is gentle, contributing to an understated elegance.","The light is diffused, with minimal contrast between light and shadow, creating a soft, overcast ambiance.","The composition is symmetrical and orderly, with a central focus on the street. The buildings guide the viewer's eye towards a distant structure.","The image depicts a bustling urban street scene. People, depicted in simplistic forms, walk along a street lined with buildings. The colors are muted, and the environment exudes a vintage charm, with figures engaging in daily activities."
/kaggle/working/Images/Naïve Art (Primitivism)/0010105_NikoPirosmani-ThreshingYard.jpg,Contentment,Positive,Low,"Warm tones dominate, with earthy browns and vibrant yellows offering rich saturation and moderate contrast.","Light source from the left creates moderate contrast, with soft shadows enhancing depth.","Dynamic composition with a central focus on the farm activities, integrating diverse elements seamlessly.","The painting depicts a rural scene, bustling with activity. People engage in farming tasks with oxen, surrounded by straw and rustic structures. A colorful tent alongside a cabin sets a homely environment. Warm hues dominate the landscape, contrasting a grey sky."
"/kaggle/working/Images/Naïve Art (Primitivism)/0010183_KazimirMalevich-Oh,mydearcityofLublin.jpg",Contentment,Positive,Low,"Warm tones in the clothing, cool tones in the background, moderate saturation.","Limited shadows, subtle contrast, even distribution of light.","Central focus on the figure, dynamic placement.","The image features a figure in traditional attire standing in a field, arms raised toward a distant cityscape. The vibrant clothing contrasts with the muted landscape, creating a sense of longing and connection."
/kaggle/working/Images/Naïve Art (Primitivism)/0010189_NorvalMorrisseau-TeachingGrandson.jpg,Excited,Positive,High,"Dominated by warm, saturated tones with high contrast, enhancing visual warmth and energy.","Even illumination throughout, with minimal shadow, highlighting each vibrant element.","The composition is dynamic, with central focus on the figures amidst intricate patterns.","The image features a vibrant, colorful depiction of two figures adorned in vivid attire, surrounded by abstract floral and avian motifs against a bright yellow background. Bold lines and striking patterns create a captivating visual experience."
/kaggle/working/Images/Naïve Art (Primitivism)/0010275_FernandoBotero-FlowerPot.jpg,Contentment,Positive,Low,Warm tones dominate with splashes of cool accents; high saturation enhances the vividness.,"Soft, diffused light with subtle contrasts, creating a gentle ambiance.","Central focus with a symmetrical arrangement, enhancing harmony and balance.","The image depicts an overflowing bouquet of diverse, vibrantly colored flowers in a soft-hued vase. The delicate blossoms, ranging from roses to daisies, are meticulously arranged, creating a rich tapestry of textures and colors set against a pale, serene backdrop."
/kaggle/working/Images/Naïve Art (Primitivism)/0010276_FernandoBotero-AdamandEve(Eve).jpg,Calm,Positive,Low,"Warm tones dominate, with subdued saturation enhancing an earthy, calming atmosphere.","Soft lighting gently highlights the figure, with a mild contrast between light and shadow adding depth.","Central focus, with the figure symmetrically positioned, imparting a sense of balance and stability.","The painting depicts a plump woman standing nude with long, wavy blonde hair. She holds a small apple in her hands and is accompanied by a green serpent winding around her leg, with several apples scattered at her feet."
/kaggle/working/Images/Naïve Art (Primitivism)/0010305_TarsiladoAmaral-Floresta.jpg,Calm,Positive,Low,"Cool tones dominate, with vibrant pink accents. There's a dynamic contrast between the dark and luminous hues.","Soft, evenly distributed light creates gentle shadowing, enhancing the surreal atmosphere.","The image has a dynamic, asymmetrical composition, leading the eye across various focal points.","The image depicts surreal, rounded pink forms clustered in the foreground, juxtaposed with tall, dark vertical structures resembling trees against a blue sky. A stylized, overarching tree with extended branches adds a whimsical touch to the scene."
/kaggle/working/Images/Naïve Art (Primitivism)/0010549_HenriRousseau-Thestormtossedvessel.jpg,Alarmed,Negative,High,"Cool tones dominate, with desaturated greens and grays enhancing the storm's bleakness.","Soft, diffused light filters through, with low contrast enhancing the somber mood.","The composition is dynamic, with the ship's diagonal placement emphasizing movement and instability.","A ship navigates tumultuous seas under a tempestuous sky. The vessel is battered by swirling waves, its masts cutting sharply through the rain-streaked atmosphere. Flags flutter defiantly, adding a touch of color to the stormy setting."
/kaggle/working/Images/Naïve Art (Primitivism)/0010571_L.S.Lowry-NorthernRaceMeeting.jpg,Calm,Positive,Low,"Predominantly muted tones with hints of warm reds and browns, creating a vintage atmosphere.","Subtle lighting, with minimal shadow, highlighting figures evenly across the scene.","The composition is dynamic, with figures distributed across the canvas, providing a sense of movement and interaction.","The painting depicts a busy street scene filled with people walking and interacting. Characters wear period clothing, such as hats and coats, giving a nostalgic vibe. The backdrop features trees and placards, adding a narrative depth."
/kaggle/working/Images/Naïve Art (Primitivism)/0010818_NikoPirosmani-Kakhetianwine.jpg,Contentment,Positive,Low,"Warm tones, muted contrast.","Soft, diffuse light with gentle contrasts.","Dynamic, central focus on the man.","The image depicts a man in dark attire, pouring wine from a large glass into a barrel. The background is a textured, light surface, highlighting the figure's contrasting silhouette. A jug and some text are also visible."
/kaggle/working/Images/Naïve Art (Primitivism)/0010847_RaoulDufy-TheThoroughbred.jpg,Calm,Positive,Low,"The image features cool tones with areas of warm saturation, creating a gentle contrast.","The light source is soft, with subtle contrasts that highlight the main elements.","The composition is dynamic, with a central focus on the horse and rider, balanced by figures in the background.","The painting depicts a jockey on a horse surrounded by elegantly dressed gentlemen. The background includes small figures, contributing to a sense of narrative beyond the foreground. The scene evokes a historical or social context, possibly an equestrian event."
/kaggle/working/Images/Naïve Art (Primitivism)/0010877_GrégoireMichonze-CountryLandscape.jpg,Contentment,Positive,Low,"Warm tones dominate, with earthy greens and yellows punctuating the scene, providing a serene saturation.","Soft lighting enriches the scene with natural light, creating gentle contrasts without harsh shadows.","The composition is dynamic, with a natural focus on the central gathering of goats and stones.","The painting depicts a pastoral landscape with gently rolling hills and scattered goats, both grazing and climbing among large rocks. Verdant trees and a vivid sky add to the idyllic scene."
/kaggle/working/Images/Naïve Art (Primitivism)/0010975_AllaHorska-MapofUkraine.jpg,Excited,Positive,High,"The colors are bold and saturated, with a mix of warm and cool tones, creating a vivid contrast.","Light is diffused, with minimal shadow contrast, focusing more on color interaction.","The composition is dynamic, with elements scattered across the canvas that draw the eye in various directions.","The artwork features a collage of vibrant shapes and colors, depicting abstract figures, musical elements, and stylized landscapes. The piece intertwines geometric forms with expressive characters, blending urban and musical themes in a lively composition."
/kaggle/working/Images/Naïve Art (Primitivism)/0010980_HoracePippin-Zachariah.jpg,Alarmed,Negative,High,"Cool dark tones dominate, with a stark contrast of warm orange in the distant sky.","Dramatic light source accentuates contrasts, with sharp shadow patterns.","Dynamic, with a central figure creating tension amidst the surrounding trees.","A dramatic scene unfolds within a dark forest, where a central figure in white contrasts against the deep, shadowy greens and blacks. Bare trees reach upwards as the sun sets, casting an ominous orange hue across the sky."
/kaggle/working/Images/Naïve Art (Primitivism)/0011028_FridaKahlo-FruitofLife.jpg,Excited,Positive,High,"Warm tones dominate, with rich reds and yellows, creating high saturation and contrast.","The light source is ambiguous, with a soft light-dark contrast enhancing the richness of colors.","The composition is dynamic, with a central focus on the fruit arrangement and celestial elements.","The image showcases a vibrant still life with fruits like bananas, watermelons, and oranges. A white bird rests amidst the fruits. The background features abstract patterns and celestial motifs, infusing a sense of vitality and wonder."
/kaggle/working/Images/Naïve Art (Primitivism)/0011126_AntonioBueno-Untitled.jpg,Calm,Positive,Low,"Cool tones with low saturation. The contrast is gentle, creating a harmonious blend.","Soft lighting emanates subtly, with minimal contrast between light and dark areas.","Central focus on the figure, employing a symmetrical and balanced layout.","The painting depicts a figure with an elongated neck and a serene expression, seated against a dark background. The soft, muted colors contrast gently with the figure's pale skin and subtle clothing, creating an ethereal atmosphere."
/kaggle/working/Images/Naïve Art (Primitivism)/0011519_NorvalMorrisseau-LoonSpiritsTransforming.jpg,Excited,Positive,High,"Warm and cool tones mix with bright saturation, enhancing the dynamic energy of the artwork.","Flat, with minimal light-dark contrast, focusing attention on color and form rather than depth.","Dynamic and intertwined, the arrangement of elements suggests harmony and balance within the chaos.","The painting showcases bold, stylized depictions of birds and fish intertwined in a vivid play of shapes and colors. Swirling lines and vibrant patterns dominate the composition, creating a sense of movement and interconnectedness."
/kaggle/working/Images/Naïve Art (Primitivism)/0011533_FernandLeger-PortraitofNadia.jpg,Calm,Positive,Low,"Monochromatic, using cool tones with minimal saturation.","Minimal use of light and shadow, relying on line thickness for depth.","Central focus on the woman, emphasizing symmetry and balance.","The image depicts a serene line drawing of a woman reading. She is seated comfortably, her face calm and focused on the book. The simplicity of the lines adds elegance and a sense of tranquility to the scene."
/kaggle/working/Images/Naïve Art (Primitivism)/0011535_EdwardHicks-PeaceableKingdom.jpg,Contentment,Positive,Low,"Warm tones dominate, with rich earth shades and gentle contrasts creating a soothing atmosphere.","Soft light sources enhance depth, with gentle shadows accentuating forms and contours.","The composition is balanced, juxtaposing the dynamic procession against the tranquil animal grouping.","The artwork presents a harmonious scene featuring a diverse group of animals and a child under a lush tree, with a procession of distinguished figures in the background. The landscape is serene, blending nature with human presence."
/kaggle/working/Images/Naïve Art (Primitivism)/0011544_SpyrosVassiliou-NeoclassicalBuildingwithStatuesandSailingBoat.jpg,Calm,Positive,Low,"Predominantly cool tones with bold, saturated blues, contrasting with the warm oranges of the sculptures.","Soft light source highlighting gentle contrasts, especially around the sculptures and sailboat.","Dynamic, with the building and sculptures providing a counterbalance to the expansive sky and clouds.","The image portrays a vibrant azure sky above a building adorned with orange sculptures. A small white sailboat floats on the vast expanse, lending a sense of tranquility. The sweeping cloud formations add dynamic movement to the scene."
/kaggle/working/Images/Naïve Art (Primitivism)/0011814_NikoPirosmani-Easterlamb.jpg,Calm,Positive,Low,"Warm tones dominate, with a contrast between bright yellows, deep greens, and the reddish outlines.","Subtle light sources illuminate the lamb, creating soft shadows against the foliage.","The composition is symmetrical, balancing the lamb with the background elements.","The painting depicts a lamb adorned with a red collar, standing beside a plate of reddish-brown eggs and a decorated chalice with a cross. Yellow flowers and green foliage create a lush backdrop."
/kaggle/working/Images/Naïve Art (Primitivism)/0011910_AndreBauchant-Cleopatra'sBarge.jpg,Excited,Positive,High,"A mix of warm and cool tones, with high saturation that highlights the vividness of the sails and landscape.","Soft lighting with subtle shadows, enhancing the calm and serene atmosphere.","Symmetrical with a central focus on the ship, creating a balanced and harmonious arrangement.","The painting depicts a vibrant, bustling scene centered around an elaborate ship with red sails on a calm river, surrounded by a crowd of animated figures. Majestic mountains and classical architecture form the background, adding depth and grandeur."
/kaggle/working/Images/Naïve Art (Primitivism)/0012028_NikoPirosmani-QueenTamar.jpg,Calm,Positive,Low,"Warm tones of gold blend with cool blues, offering balanced saturation and moderate contrast.","Soft light highlights the face and apparel, with moderate light-dark contrast enhancing depth.","The composition is symmetrical, with the figure centrally placed, emphasizing grandeur and stability.","The image depicts a regal figure adorned with elaborate garments and a towering crown. Rich colors like gold and blue dominate, accentuating the ornate jewelry. The dark background provides a stark contrast, highlighting the figure's majestic presence."
"/kaggle/working/Images/Naïve Art (Primitivism)/0012052_ArmanManookian-AlaWai,Honolulu.jpg",Excited,Positive,High,"Warm and cool tones contrast vividly, with high saturation creating a striking scene.",Soft light source with gentle contrasts between light and dark areas.,"Dynamic and slightly asymmetrical, guiding the eye towards the central hut.","The image portrays a vibrant landscape with a hut by the water, framed by lush foliage and dynamic, bold outlines. The exaggerated forms create a sense of rhythm and movement, blending natural beauty with abstract creativity."
/kaggle/working/Images/Naïve Art (Primitivism)/0012150_BorisKustodiev-PosteroftheplayFlea.jpg,Excited,Positive,High,"Warm tones with high saturation, featuring red and black contrasts.",Subtle light-dark contrast; emphasizes depth but remains soft.,"Dynamic, with a central focus on the character's face, highlighted by surrounding elements.","The image depicts a theatrical poster with bold, stylized illustrations. A central figure with exaggerated features, such as a large fluffy hat and mustache, stands out against a beige background. A flea and bold Cyrillic text are prominently displayed."
/kaggle/working/Images/Naïve Art (Primitivism)/0012195_NikoPirosmani-Easterlamb.jpg,Calm,Positive,Low,"Warm tones dominate, with mild contrast between the calf and background.","Soft lighting highlights the calf, creating gentle shadows.",Central focus with balanced positioning; the calf draws the eye directly.,"The image depicts a white calf with a red collar, standing behind a plate containing a rolled dessert, surrounded by two reddish-brown fruits. The background is dark, contrasting with the bright subject."
/kaggle/working/Images/Naïve Art (Primitivism)/0012368_IvanGeneralić-Djurasbackyard.jpg,Contentment,Positive,Low,"Cool and warm tones blend seamlessly, with moderate saturation enhancing the autumnal hues.","Soft lighting with gentle contrasts between light and shadow, emphasizing the warm tones.",A dynamic composition with elements leading towards a central focus on the village homes.,"The painting depicts a rustic village scene with thatched roofs and autumnal trees, under a brooding sky. A person is visible near a fence, adding life to the serene setting, while chickens roam the foreground."
/kaggle/working/Images/Naïve Art (Primitivism)/0012463_EdwardHicks-PeaceableKingdom.jpg,Calm,Positive,Low,"The palette consists of warm earth tones, providing a harmonious contrast with cool sky hues.","Soft lighting and nuanced shadows highlight the animals and figures, gently illuminating the scene from the left.","The composition is dynamic, with animals and humans strategically placed, guiding the viewer's gaze across the scene.","The painting depicts a serene landscape with a gathering of animals and humans. On the left, a group of people congregates near a river, while a diverse collection of animals, including a lion and a buffalo, gathers on the right amidst lush greenery."
/kaggle/working/Images/Naïve Art (Primitivism)/0012506_NikoPirosmani-ActressMargaret.jpg,Calm,Positive,Low,"The painting uses cool tones with high contrast, as seen in the bright blue sky and dark landscape.","A soft light-source highlights the figure, with gentle contrasts marking the contours and shadows.","The composition is central, focusing on the solitary figure poised in the middle, framed by birds and vegetation.","The artwork features a central female figure dressed in a delicate, white, ruffled outfit against a vivid blue sky. She grasps flowers in one hand, flanked by two yellow birds, with a richly textured, dark-green landscape beneath her."
/kaggle/working/Images/Naïve Art (Primitivism)/0012588_NikideSaintePhalle-Remember.jpg,Happy,Positive,High,"Bright, warm tones with high saturation and contrast create an energetic atmosphere.","Minimal shadow, with an even distribution of light adding to a flat, graphic style.","Dynamic, with various figures scattered, providing a sense of movement and cheerfulness.","The image showcases a playful, cartoonish composition with various abstract figures in vibrant colors. A central heart shape encloses two stylized faces, surrounded by whimsical elements such as flowers, geometric patterns, and dynamic figures."
"/kaggle/working/Images/Naïve Art (Primitivism)/0012655_TwinsSevenSeven-ThreeWiseOceanGodsAir,Sea,NatureController.jpg",Excited,Positive,High,"Warm tones with high saturation create a lively, energetic atmosphere.",Even lighting with subtle contrasts highlights texture and detail intricately.,"Symmetrical composition with a central focus, enhancing balance and harmony.","The image depicts a vibrant and intricate scene filled with abstract figures and symmetrical patterns. Dominated by earthy tones, the central figure holds a musical instrument amidst stylized trees and birds, conveying a sense of rhythm and unity."
/kaggle/working/Images/Naïve Art (Primitivism)/0012668_FernandoBotero-DeathofPabloEscobar.jpg,Alarmed,Negative,High,"Cool tones dominate with muted saturation, creating a somber atmosphere.",Soft lighting with minimal contrast; the shadowing is subtle yet effective.,"The dynamic composition centers on the figure, lending a sense of chaos.","The painting vividly portrays a larger-than-life figure atop a cityscape, seemingly hit by a flurry of bullets. The figure's expression reflects a dramatic moment, captured against a backdrop of gloomy skies and densely packed rooftops."
/kaggle/working/Images/Naïve Art (Primitivism)/0012748_DavidBurliuk-AHorseandaGroom.jpg,Excited,Positive,High,"High contrast between blacks and whites, creating a bold and striking visual impact.",Strong contrast between light and dark areas enhances the dramatic and vivid aspects of the image.,The composition is dynamic with elements arranged to guide the eye across the scene fluidly.,"The artwork features a stylized human figure beside a horse with radiant elements, nestled in a simplistic landscape. Trees, a building, and small creatures in motion create a vibrant, whimsical scene filled with rustic charm."
/kaggle/working/Images/Naïve Art (Primitivism)/0012782_IvanGeneralić-Beggaroncrutches.jpg,Alarmed,Negative,High,"The image contains warm tones in the foreground, contrasting with cool, dark tones in the background, offering strong color saturation.","The lighting is sharp, with a clear light source casting distinct shadows, enhancing the contrast.","The composition is dynamic, focusing centrally on the man and his dog, creating a sense of movement across the frame.","The image portrays an elderly man with a long white beard, using a cane and dressed in a vibrant red robe. A small dog accompanies him. The scene is set against a dark, moonlit sky with a distant, solitary chapel."
/kaggle/working/Images/Naïve Art (Primitivism)/0013010_SpyrosVassiliou-ChamomileField.jpg,Calm,Positive,Low,Warm earth tones with soft yellows; low saturation.,Soft lighting with minimal shadowing.,Dynamic yet balanced with scattered floral elements.,"The image features delicate, slender wildflowers gently arching against a soft, expansive canvas. Muted earth tones with subtle yellow accents evoke a serene and natural elegance, complemented by minimalist design and gentle curves."
/kaggle/working/Images/Naïve Art (Primitivism)/0013039_RaoulDufy-Bouquetofflowers.jpg,Calm,Positive,Low,"Warm and cool tones harmoniously blend, with medium saturation and gentle contrast.","Subdued light source, enhancing a soft contrast between light and dark areas.","Dynamic, with a central focus on the bouquet, allowing floral elements to extend organically.","The artwork presents a vibrant bouquet of flowers in varied colors, intricately arranged with flowing leaves. The soft, diffused background highlights the vivid hues, creating an impression of natural abundance and delicate beauty."
/kaggle/working/Images/Naïve Art (Primitivism)/0013049_MartirosSarian-Illustrationto'Armenianfolktales'.jpg,Contentment,Positive,Low,"Warm and cool tones blend harmoniously, with moderate saturation creating a balanced palette.","Soft light highlights features, with minimal shadow, enhancing the image's gentle and mystical feel.","The composition is dynamic, with the creature prominently in the foreground, drawing immediate attention.","The image presents a mythical creature with a human face and bird-like body, adorned in intricate patterns and crowned. A vibrant landscape with whimsical trees and mountains forms the backdrop, adding to the enchanting atmosphere."
/kaggle/working/Images/Naïve Art (Primitivism)/0013131_FernandoBotero-TouroftheVolcano.jpg,Calm,Positive,Low,"Warm tones dominate, with subdued saturation and gentle contrast.","Soft, diffused lighting, minimal sharp contrast.","Central focus on the figure, creating a balanced and calm effect.","A robust figure of a girl stands prominently, adorned with a black dress and red sandals. Her expression is serene, holding a small flower. The backdrop features soft, rolling hills under a gentle blue sky."
/kaggle/working/Images/Naïve Art (Primitivism)/0013152_L.S.Lowry-StreetScene.jpg,Tired,Negative,Low,"Cool tones dominate, with muted saturation creating a somber, industrial palette.","Soft lighting with subtle contrasts highlights the overcast, hazy environment.","The composition is dynamic, guiding the eye through the winding streets and scattered figures.","The painting depicts an industrial urban scene, bustling with figures and smokestacks. People walk purposefully along the winding streets, surrounded by brick buildings and monochromatic factories. The atmosphere is lively, yet subdued."
/kaggle/working/Images/Naïve Art (Primitivism)/0013199_FernandoBotero-PriestExtends.jpg,Calm,Positive,Low,"The artwork features cool tones with a muted color palette, creating a sense of calm and tranquility.","The light is soft, casting gentle shadows that enhance the figure's shape without harsh contrast.","The composition is central, with the figure as the focal point, giving a sense of balance.","The artwork depicts a rotund figure reclining on a lush, green field. The person is dressed in dark clothing, with a hat, and rests their head on one hand, exuding a serene and contemplative demeanor."
/kaggle/working/Images/Naïve Art (Primitivism)/0013205_SpyrosVassiliou-PiraeusintheRain.jpg,Sad,Negative,Low,"Cool, muted tones dominate, with subtle hints of warm hues, creating a serene, introspective mood.","Diffuse light with soft shadows, suggesting an overcast sky, enhancing the reflective quality of the scene.",Dynamic composition with asymmetrical balance; the figure and masts positioned off-center to enhance visual tension.,The image depicts a solitary figure with an umbrella facing a vast expanse of sky and abstractly rendered ship masts. The muted color palette and expansive setting suggest solitude and contemplation.
/kaggle/working/Images/Naïve Art (Primitivism)/0013226_DavidBurliuk-TwoGirlsinaFarmyardwithDucksandaWindmill.jpg,Calm,Positive,Low,"Warm, vibrant tones with medium saturation produce a lively atmosphere.","Subtle light-dark contrast under soft, diffused light.","Dynamic, with a balanced distribution of elements across the canvas.","In a picturesque rural landscape, two figures in colorful attire stand by a serene pond filled with ducks. Vibrant sunflowers and distant windmills rise against a lively sky, creating a harmonious, lively scene."
/kaggle/working/Images/Naïve Art (Primitivism)/0013331_SpyrosVassiliou-MidsummerNightDream.jpg,Calm,Positive,Low,"Warm tones dominate, with contrasts between rich reds and soft whites.","Subtle use of light and shadow enhances the figures, with a slight dark-light contrast.","Dynamic composition, with a balanced yet varied arrangement of figures.","The artwork depicts four stylized figures set against a natural wooden background. Two figures are dressed in white, while the other two contrast in vibrant red. Each figure poses uniquely, displaying a mix of motion and elegance."
/kaggle/working/Images/Naïve Art (Primitivism)/0013402_AlfredWallis-BrigantineSailingPastGreenFields.jpg,Calm,Positive,Low,"Warm tones dominate, with muted greens and browns, contrasted against the white sails, offering a tranquil effect.","Soft shadows complement the diffuse light source, accentuating the sails and creating a mild contrast.","The composition is balanced, with the ship centrally placed, imparting a sense of stability and focus.","A serene ship glides across the water, its sails full and majestic. The vessel is captured in profile, against a backdrop of lush greenery meeting a gentle horizon. The scene exudes calm and simplicity."
